"","guess1","guess2","guess3","truth1","truth2","truth3","code1","code2","code3","code4","code5","code6","game","id"
"2408",1,2,6,6,2,6,4,4,1,1,1,21,2,26
"2409",2,6,1,6,2,6,4,4,1,1,1,21,2,26
"2410",2,1,6,6,2,6,4,4,1,1,1,21,2,26
"2411",2,1,2,6,2,6,4,4,1,1,1,21,2,26
"2412",1,2,6,6,2,6,4,4,1,1,1,21,2,26
"2413",1,2,3,6,2,6,4,4,1,1,1,21,2,26
"2414",1,2,4,6,2,6,4,4,1,1,1,21,2,26
"2415",1,2,5,6,2,6,4,4,1,1,1,21,2,26
"2416",1,1,6,6,2,6,4,4,1,1,1,21,2,26
"2417",1,6,2,6,2,6,4,4,1,1,1,21,2,26
"2418",6,1,2,6,2,6,4,4,1,1,1,21,2,26
"2419",6,2,1,6,2,6,4,4,1,1,1,21,2,26
"2420",6,2,2,6,2,6,4,4,1,1,1,21,2,26
"2421",6,2,3,6,2,6,4,4,1,1,1,21,2,26
"2422",6,2,4,6,2,6,4,4,1,1,1,21,2,26
"2423",6,2,5,6,2,6,4,4,1,1,1,21,2,26
"2424",6,2,6,6,2,6,4,4,1,1,1,21,2,26
"2425",1,3,2,6,6,1,5,5,1,5,1,15,3,26
"2426",1,4,5,6,6,1,5,5,1,5,1,15,3,26
"2427",2,1,6,6,6,1,5,5,1,5,1,15,3,26
"2428",1,1,2,6,6,1,5,5,1,5,1,15,3,26
"2429",1,2,4,6,6,1,5,5,1,5,1,15,3,26
"2430",2,3,1,6,6,1,5,5,1,5,1,15,3,26
"2431",2,6,1,6,6,1,5,5,1,5,1,15,3,26
"2432",2,6,2,6,6,1,5,5,1,5,1,15,3,26
"2433",2,6,3,6,6,1,5,5,1,5,1,15,3,26
"2434",1,2,2,6,6,1,5,5,1,5,1,15,3,26
"2435",2,6,6,6,6,1,5,5,1,5,1,15,3,26
"2436",2,2,6,6,6,1,5,5,1,5,1,15,3,26
"2437",2,4,6,6,6,1,5,5,1,5,1,15,3,26
"2438",2,2,2,6,6,1,5,5,1,5,1,15,3,26
"2439",6,6,2,6,6,1,5,5,1,5,1,15,3,26
"2440",6,6,6,6,6,1,5,5,1,5,1,15,3,26
"2441",6,6,1,6,6,1,5,5,1,5,1,15,3,26
"2442",1,2,3,3,3,3,1,1,27,1,1,1,4,26
"2443",1,4,5,3,3,3,1,1,27,1,1,1,4,26
"2444",1,5,6,3,3,3,1,1,27,1,1,1,4,26
"2445",2,1,1,3,3,3,1,1,27,1,1,1,4,26
"2446",1,5,6,3,3,3,1,1,27,1,1,1,4,26
"2447",6,1,2,3,3,3,1,1,27,1,1,1,4,26
"2448",3,3,4,3,3,3,1,1,27,1,1,1,4,26
"2449",3,3,1,3,3,3,1,1,27,1,1,1,4,26
"2450",3,3,2,3,3,3,1,1,27,1,1,1,4,26
"2451",3,3,5,3,3,3,1,1,27,1,1,1,4,26
"2452",3,3,6,3,3,3,1,1,27,1,1,1,4,26
"2453",3,3,3,3,3,3,1,1,27,1,1,1,4,26
"2454",1,2,3,3,3,3,5,6,5,6,5,5,5,26
"2455",1,4,5,3,3,3,5,6,5,6,5,5,5,26
"2456",1,3,6,3,3,3,5,6,5,6,5,5,5,26
"2457",1,5,1,3,3,3,5,6,5,6,5,5,5,26
"2458",2,1,3,3,3,3,5,6,5,6,5,5,5,26
"2459",2,2,5,3,3,3,5,6,5,6,5,5,5,26
"2460",2,3,2,3,3,3,5,6,5,6,5,5,5,26
"2461",2,2,2,3,3,3,5,6,5,6,5,5,5,26
"2462",2,6,2,3,3,3,5,6,5,6,5,5,5,26
"2463",1,3,2,3,3,3,5,6,5,6,5,5,5,26
"2464",1,2,1,3,3,3,5,6,5,6,5,5,5,26
"2465",1,2,3,3,3,3,5,6,5,6,5,5,5,26
"2466",3,2,1,3,3,3,5,6,5,6,5,5,5,26
"2467",3,1,3,3,3,3,5,6,5,6,5,5,5,26
"2468",3,1,2,3,3,3,5,6,5,6,5,5,5,26
"2469",3,1,1,3,3,3,5,6,5,6,5,5,5,26
"2470",3,3,3,3,3,3,5,6,5,6,5,5,5,26
"2556",1,2,3,5,5,3,1,1,4,1,21,4,1,27
"2557",1,1,1,5,5,3,1,1,4,1,21,4,1,27
"2558",2,2,2,5,5,3,1,1,4,1,21,4,1,27
"2559",4,5,3,5,5,3,1,1,4,1,21,4,1,27
"2560",4,6,3,5,5,3,1,1,4,1,21,4,1,27
"2561",3,5,3,5,5,3,1,1,4,1,21,4,1,27
"2562",5,5,3,5,5,3,1,1,4,1,21,4,1,27
"2563",1,2,3,5,1,1,21,1,4,1,1,4,2,27
"2564",1,1,1,5,1,1,21,1,4,1,1,4,2,27
"2565",1,1,2,5,1,1,21,1,4,1,1,4,2,27
"2566",1,4,1,5,1,1,21,1,4,1,1,4,2,27
"2567",5,1,1,5,1,1,21,1,4,1,1,4,2,27
"2568",1,2,3,3,3,3,1,4,21,1,4,1,3,27
"2569",1,1,1,3,3,3,1,4,21,1,4,1,3,27
"2570",2,2,2,3,3,3,1,4,21,1,4,1,3,27
"2571",3,3,3,3,3,3,1,4,21,1,4,1,3,27
"2572",1,2,3,2,5,1,6,5,5,5,5,6,4,27
"2573",1,1,1,2,5,1,6,5,5,5,5,6,4,27
"2574",2,1,2,2,5,1,6,5,5,5,5,6,4,27
"2575",1,1,2,2,5,1,6,5,5,5,5,6,4,27
"2576",2,4,1,2,5,1,6,5,5,5,5,6,4,27
"2577",2,5,1,2,5,1,6,5,5,5,5,6,4,27
"2578",1,2,3,1,5,5,5,1,5,5,15,1,5,27
"2579",1,1,1,1,5,5,5,1,5,5,15,1,5,27
"2580",1,4,5,1,5,5,5,1,5,5,15,1,5,27
"2581",1,4,1,1,5,5,5,1,5,5,15,1,5,27
"2582",1,1,5,1,5,5,5,1,5,5,15,1,5,27
"2583",1,6,5,1,5,5,5,1,5,5,15,1,5,27
"2584",1,5,5,1,5,5,5,1,5,5,15,1,5,27
"2659",2,2,2,2,2,2,1,21,4,4,1,1,1,28
"2660",1,2,6,2,1,6,6,6,5,5,5,5,2,28
"2661",3,2,1,2,1,6,6,6,5,5,5,5,2,28
"2662",1,4,2,2,1,6,6,6,5,5,5,5,2,28
"2663",1,3,2,2,1,6,6,6,5,5,5,5,2,28
"2664",3,1,6,2,1,6,6,6,5,5,5,5,2,28
"2665",1,1,6,2,1,6,6,6,5,5,5,5,2,28
"2666",4,1,6,2,1,6,6,6,5,5,5,5,2,28
"2667",2,1,6,2,1,6,6,6,5,5,5,5,2,28
"2668",1,3,2,5,6,5,5,6,6,5,5,5,3,28
"2669",4,5,6,5,6,5,5,6,6,5,5,5,3,28
"2670",6,4,2,5,6,5,5,6,6,5,5,5,3,28
"2671",3,6,5,5,6,5,5,6,6,5,5,5,3,28
"2672",6,6,5,5,6,5,5,6,6,5,5,5,3,28
"2673",5,6,5,5,6,5,5,6,6,5,5,5,3,28
"2674",6,6,6,6,6,6,1,1,1,1,1,27,4,28
"2675",2,2,2,1,2,3,4,21,1,4,1,1,5,28
"2676",2,4,4,1,2,3,4,21,1,4,1,1,5,28
"2677",1,2,1,1,2,3,4,21,1,4,1,1,5,28
"2678",1,2,5,1,2,3,4,21,1,4,1,1,5,28
"2679",1,2,6,1,2,3,4,21,1,4,1,1,5,28
"2680",1,2,3,1,2,3,4,21,1,4,1,1,5,28
"2763",3,4,4,6,6,3,1,1,5,15,5,5,1,29
"2764",3,5,6,6,6,3,1,1,5,15,5,5,1,29
"2765",3,5,1,6,6,3,1,1,5,15,5,5,1,29
"2766",3,2,6,6,6,3,1,1,5,15,5,5,1,29
"2767",3,3,6,6,6,3,1,1,5,15,5,5,1,29
"2768",3,6,6,6,6,3,1,1,5,15,5,5,1,29
"2769",6,6,3,6,6,3,1,1,5,15,5,5,1,29
"2770",1,1,1,1,1,1,21,4,1,1,4,1,2,29
"2771",5,5,5,5,1,5,1,1,1,1,27,1,3,29
"2772",5,5,1,5,1,5,1,1,1,1,27,1,3,29
"2773",5,1,5,5,1,5,1,1,1,1,27,1,3,29
"2774",1,2,3,2,4,4,6,5,5,5,5,6,4,29
"2775",1,4,5,2,4,4,6,5,5,5,5,6,4,29
"2776",2,4,6,2,4,4,6,5,5,5,5,6,4,29
"2777",2,4,4,2,4,4,6,5,5,5,5,6,4,29
"2778",4,5,5,5,5,5,1,1,1,4,21,4,5,29
"2779",4,5,6,5,5,5,1,1,1,4,21,4,5,29
"2780",1,5,5,5,5,5,1,1,1,4,21,4,5,29
"2781",2,5,5,5,5,5,1,1,1,4,21,4,5,29
"2782",3,5,5,5,5,5,1,1,1,4,21,4,5,29
"2783",5,5,5,5,5,5,1,1,1,4,21,4,5,29
"2836",2,3,4,6,2,4,6,5,5,5,6,5,1,30
"2837",2,4,5,6,2,4,6,5,5,5,6,5,1,30
"2838",2,3,1,6,2,4,6,5,5,5,6,5,1,30
"2839",4,2,6,6,2,4,6,5,5,5,6,5,1,30
"2840",4,2,6,6,2,4,6,5,5,5,6,5,1,30
"2841",4,6,2,6,2,4,6,5,5,5,6,5,1,30
"2842",2,6,4,6,2,4,6,5,5,5,6,5,1,30
"2843",2,4,6,6,2,4,6,5,5,5,6,5,1,30
"2844",6,2,4,6,2,4,6,5,5,5,6,5,1,30
"2845",1,1,4,1,1,1,27,1,1,1,1,1,2,30
"2846",1,1,2,1,1,1,27,1,1,1,1,1,2,30
"2847",1,1,3,1,1,1,27,1,1,1,1,1,2,30
"2848",1,1,5,1,1,1,27,1,1,1,1,1,2,30
"2849",1,1,6,1,1,1,27,1,1,1,1,1,2,30
"2850",1,1,1,1,1,1,27,1,1,1,1,1,2,30
"2851",1,1,1,2,1,1,27,1,1,1,1,1,3,30
"2852",1,2,1,2,1,1,27,1,1,1,1,1,3,30
"2853",1,1,2,2,1,1,27,1,1,1,1,1,3,30
"2854",2,1,1,2,1,1,27,1,1,1,1,1,3,30
"2855",6,6,6,6,6,6,1,1,1,1,1,27,4,30
"2856",4,4,4,2,2,4,4,4,1,21,1,1,5,30
"2857",4,1,2,2,2,4,4,4,1,21,1,1,5,30
"2858",3,2,4,2,2,4,4,4,1,21,1,1,5,30
"2859",3,1,4,2,2,4,4,4,1,21,1,1,5,30
"2860",3,4,2,2,2,4,4,4,1,21,1,1,5,30
"2861",3,2,1,2,2,4,4,4,1,21,1,1,5,30
"2862",1,2,4,2,2,4,4,4,1,21,1,1,5,30
"2863",6,2,4,2,2,4,4,4,1,21,1,1,5,30
"2864",5,2,4,2,2,4,4,4,1,21,1,1,5,30
"2865",4,2,4,2,2,4,4,4,1,21,1,1,5,30
"2866",2,2,4,2,2,4,4,4,1,21,1,1,5,30
"2879",1,2,3,3,2,6,5,5,5,6,6,5,1,31
"2880",1,3,4,3,2,6,5,5,5,6,6,5,1,31
"2881",6,2,3,3,2,6,5,5,5,6,6,5,1,31
"2882",2,6,3,3,2,6,5,5,5,6,6,5,1,31
"2883",6,2,3,3,2,6,5,5,5,6,6,5,1,31
"2884",6,3,2,3,2,6,5,5,5,6,6,5,1,31
"2885",3,2,6,3,2,6,5,5,5,6,6,5,1,31
"2886",5,2,1,2,4,2,1,5,5,5,15,1,2,31
"2887",3,5,4,2,4,2,1,5,5,5,15,1,2,31
"2888",5,6,5,2,4,2,1,5,5,5,15,1,2,31
"2889",2,3,1,2,4,2,1,5,5,5,15,1,2,31
"2890",2,4,2,2,4,2,1,5,5,5,15,1,2,31
"2891",6,3,1,5,4,3,5,5,6,5,5,6,3,31
"2892",5,6,4,5,4,3,5,5,6,5,5,6,3,31
"2893",2,6,5,5,4,3,5,5,6,5,5,6,3,31
"2894",6,3,4,5,4,3,5,5,6,5,5,6,3,31
"2895",5,4,6,5,4,3,5,5,6,5,5,6,3,31
"2896",5,1,6,5,4,3,5,5,6,5,5,6,3,31
"2897",5,4,1,5,4,3,5,5,6,5,5,6,3,31
"2898",5,4,3,5,4,3,5,5,6,5,5,6,3,31
"2899",4,4,4,4,2,4,1,1,1,27,1,1,4,31
"2900",4,4,3,4,2,4,1,1,1,27,1,1,4,31
"2901",4,1,4,4,2,4,1,1,1,27,1,1,4,31
"2902",4,2,4,4,2,4,1,1,1,27,1,1,4,31
"2903",4,4,6,5,4,4,1,5,1,15,5,5,5,31
"2904",4,6,1,5,4,4,1,5,1,15,5,5,5,31
"2905",6,4,4,5,4,4,1,5,1,15,5,5,5,31
"2906",2,4,4,5,4,4,1,5,1,15,5,5,5,31
"2907",3,4,4,5,4,4,1,5,1,15,5,5,5,31
"2908",5,4,4,5,4,4,1,5,1,15,5,5,5,31
"2987",1,1,1,1,3,4,6,6,5,5,5,5,1,32
"2988",2,2,2,1,3,4,6,6,5,5,5,5,1,32
"2989",3,3,3,1,3,4,6,6,5,5,5,5,1,32
"2990",4,4,4,1,3,4,6,6,5,5,5,5,1,32
"2991",4,3,1,1,3,4,6,6,5,5,5,5,1,32
"2992",4,1,3,1,3,4,6,6,5,5,5,5,1,32
"2993",3,4,1,1,3,4,6,6,5,5,5,5,1,32
"2994",1,3,4,1,3,4,6,6,5,5,5,5,1,32
"2995",3,3,3,5,3,3,5,5,15,1,1,5,2,32
"2996",6,6,6,5,3,3,5,5,15,1,1,5,2,32
"2997",1,1,1,5,3,3,5,5,15,1,1,5,2,32
"2998",2,2,2,5,3,3,5,5,15,1,1,5,2,32
"2999",4,4,4,5,3,3,5,5,15,1,1,5,2,32
"3000",3,3,5,5,3,3,5,5,15,1,1,5,2,32
"3001",3,5,3,5,3,3,5,5,15,1,1,5,2,32
"3002",5,3,3,5,3,3,5,5,15,1,1,5,2,32
"3003",3,3,3,3,1,5,1,1,27,1,1,1,3,32
"3004",1,1,1,3,1,5,1,1,27,1,1,1,3,32
"3005",2,2,2,3,1,5,1,1,27,1,1,1,3,32
"3006",5,5,5,3,1,5,1,1,27,1,1,1,3,32
"3007",1,3,5,3,1,5,1,1,27,1,1,1,3,32
"3008",3,1,5,3,1,5,1,1,27,1,1,1,3,32
"3009",1,1,1,4,1,3,27,1,1,1,1,1,4,32
"3010",2,2,2,4,1,3,27,1,1,1,1,1,4,32
"3011",3,3,3,4,1,3,27,1,1,1,1,1,4,32
"3012",4,4,4,4,1,3,27,1,1,1,1,1,4,32
"3013",4,3,1,4,1,3,27,1,1,1,1,1,4,32
"3014",4,1,3,4,1,3,27,1,1,1,1,1,4,32
"3015",1,1,1,3,6,4,5,5,6,5,5,6,5,32
"3016",2,2,2,3,6,4,5,5,6,5,5,6,5,32
"3017",3,3,3,3,6,4,5,5,6,5,5,6,5,32
"3018",6,6,6,3,6,4,5,5,6,5,5,6,5,32
"3019",5,5,5,3,6,4,5,5,6,5,5,6,5,32
"3020",3,4,6,3,6,4,5,5,6,5,5,6,5,32
"3021",4,3,6,3,6,4,5,5,6,5,5,6,5,32
"3022",3,6,4,3,6,4,5,5,6,5,5,6,5,32
"3099",1,1,1,5,4,2,5,5,6,5,6,5,1,33
"3100",2,2,2,5,4,2,5,5,6,5,6,5,1,33
"3101",2,1,1,5,4,2,5,5,6,5,6,5,1,33
"3102",1,2,1,5,4,2,5,5,6,5,6,5,1,33
"3103",1,1,2,5,4,2,5,5,6,5,6,5,1,33
"3104",3,3,2,5,4,2,5,5,6,5,6,5,1,33
"3105",4,4,2,5,4,2,5,5,6,5,6,5,1,33
"3106",1,4,2,5,4,2,5,5,6,5,6,5,1,33
"3107",5,4,2,5,4,2,5,5,6,5,6,5,1,33
"3108",3,3,3,3,3,4,5,1,15,5,5,1,2,33
"3109",3,3,1,3,3,4,5,1,15,5,5,1,2,33
"3110",3,3,2,3,3,4,5,1,15,5,5,1,2,33
"3111",3,3,4,3,3,4,5,1,15,5,5,1,2,33
"3112",1,1,1,3,4,3,5,5,5,5,6,6,3,33
"3113",2,2,2,3,4,3,5,5,5,5,6,6,3,33
"3114",3,3,3,3,4,3,5,5,5,5,6,6,3,33
"3115",3,3,1,3,4,3,5,5,5,5,6,6,3,33
"3116",3,1,3,3,4,3,5,5,5,5,6,6,3,33
"3117",3,4,3,3,4,3,5,5,5,5,6,6,3,33
"3118",3,3,3,3,4,3,1,1,27,1,1,1,4,33
"3119",3,3,1,3,4,3,1,1,27,1,1,1,4,33
"3120",3,1,3,3,4,3,1,1,27,1,1,1,4,33
"3121",3,2,3,3,4,3,1,1,27,1,1,1,4,33
"3122",3,4,3,3,4,3,1,1,27,1,1,1,4,33
"3123",1,1,1,6,6,2,5,5,5,5,6,6,5,33
"3124",6,6,6,6,6,2,5,5,5,5,6,6,5,33
"3125",6,6,1,6,6,2,5,5,5,5,6,6,5,33
"3126",6,6,5,6,6,2,5,5,5,5,6,6,5,33
"3127",6,6,4,6,6,2,5,5,5,5,6,6,5,33
"3128",6,6,2,6,6,2,5,5,5,5,6,6,5,33
"3164",5,5,5,5,5,5,1,1,1,1,27,1,1,34
"3165",1,1,1,1,1,1,27,1,1,1,1,1,2,34
"3166",1,1,1,1,6,1,21,1,1,4,1,4,3,34
"3167",1,4,1,1,6,1,21,1,1,4,1,4,3,34
"3168",1,2,1,1,6,1,21,1,1,4,1,4,3,34
"3169",1,6,1,1,6,1,21,1,1,4,1,4,3,34
"3170",5,6,6,2,6,6,1,5,5,1,5,15,4,34
"3171",2,6,6,2,6,6,1,5,5,1,5,15,4,34
"3172",4,4,4,6,6,4,1,1,1,27,1,1,5,34
"3173",1,4,1,6,6,4,1,1,1,27,1,1,5,34
"3174",4,1,2,6,6,4,1,1,1,27,1,1,5,34
"3175",5,6,4,6,6,4,1,1,1,27,1,1,5,34
"3176",6,6,4,6,6,4,1,1,1,27,1,1,5,34
"3206",2,1,1,2,3,1,5,6,5,5,5,6,1,35
"3207",2,1,2,2,3,1,5,6,5,5,5,6,1,35
"3208",3,1,1,2,3,1,5,6,5,5,5,6,1,35
"3209",2,2,1,2,3,1,5,6,5,5,5,6,1,35
"3210",2,3,1,2,3,1,5,6,5,5,5,6,1,35
"3211",2,3,2,4,5,5,5,1,1,5,15,5,2,35
"3212",4,1,1,4,5,5,5,1,1,5,15,5,2,35
"3213",4,4,5,4,5,5,5,1,1,5,15,5,2,35
"3214",4,4,6,4,5,5,5,1,1,5,15,5,2,35
"3215",4,1,5,4,5,5,5,1,1,5,15,5,2,35
"3216",4,2,5,4,5,5,5,1,1,5,15,5,2,35
"3217",4,3,5,4,5,5,5,1,1,5,15,5,2,35
"3218",4,4,5,4,5,5,5,1,1,5,15,5,2,35
"3219",4,5,5,4,5,5,5,1,1,5,15,5,2,35
"3220",3,5,2,3,3,3,4,1,21,1,1,4,3,35
"3221",3,1,1,3,3,3,4,1,21,1,1,4,3,35
"3222",3,3,4,3,3,3,4,1,21,1,1,4,3,35
"3223",3,3,1,3,3,3,4,1,21,1,1,4,3,35
"3224",3,3,2,3,3,3,4,1,21,1,1,4,3,35
"3225",3,3,3,3,3,3,4,1,21,1,1,4,3,35
"3226",5,3,6,5,5,3,1,1,4,1,21,4,4,35
"3227",5,1,3,5,5,3,1,1,4,1,21,4,4,35
"3228",5,2,3,5,5,3,1,1,4,1,21,4,4,35
"3229",5,4,3,5,5,3,1,1,4,1,21,4,4,35
"3230",5,5,3,5,5,3,1,1,4,1,21,4,4,35
"3231",4,1,3,4,3,6,6,5,5,5,5,6,5,35
"3232",4,2,1,4,3,6,6,5,5,5,5,6,5,35
"3233",4,3,2,4,3,6,6,5,5,5,5,6,5,35
"3234",4,3,3,4,3,6,6,5,5,5,5,6,5,35
"3235",4,3,1,4,3,6,6,5,5,5,5,6,5,35
"3236",4,3,4,4,3,6,6,5,5,5,5,6,5,35
"3237",4,3,5,4,3,6,6,5,5,5,5,6,5,35
"3238",4,3,6,4,3,6,6,5,5,5,5,6,5,35
